shipment_id,order_id,carrier_name,warehouse_id,shipment_date,estimated_delivery_date,actual_delivery_date,shipping_mode,shipment_cost,delay_reason
SHIP-001112,ORD-001014,,wh-13,May 26 2025,May 29 2025,29-May-2025,Ground,40.83,
SHIP-001113,ORD-001735,aramex,WH-50,2025-03-19,2025/03/22,,Express,51.97,Weather Disruption
SHIP-001114,ORD-000467,,Warehouse 47,19-Jul-2025,2025/07/19,2025/07/20,Air,50.71,Incorrect Address
SHIP-001115,ORD-001361,,WH-37,2025/02/02,2025-02-08,2025-02-08,Air,41.69,
SHIP-001116,ORD-001674,Maersk Line,wh49,2025/08/27,2025-09-04,2025-09-03,Ocean,20.32,Customs Clearance Delay
SHIP-001117,ORD-000278,Blue Dart,wh-51,2026-03-08,2026-03-09,2026-03-09,Air,52.04,Vehicle Breakdown
SHIP-001118,ORD-001070,XPO Logistics,WH-42,Sep 21 2025,Sep 28 2025,27-Sep-2025,Ground,21.99,Vehicle Breakdown
SHIP-001119,ORD-001018,ARAMEX,WH-53,Jun 08 2025,2025-06-10,2025-06-10,Express,49.24,
SHIP-001120,ORD-001502,,WH-32,Jul 21 2025,2025-07-22,Jul 24 2025,Ocean,37.24,Carrier Capacity Shortage
SHIP-001121,ORD-000723,DHL,WH-37,2026/03/10,12-Mar-2026,2026-03-12,Express,50.55,Customs Clearance Delay
SHIP-001122,ORD-001794,DHL Express,Warehouse 15,2025/01/24,26-Jan-2025,2025-01-28,Air,43.99,Carrier Capacity Shortage
SHIP-001123,ORD-000787,DHL,Warehouse 3,Mar 28 2025,2025/04/01,Apr 01 2025,Express,52.16,
SHIP-001124,ORD-001422,U.S.P.S.,WH-53,2026/04/08,2026/04/09,2026-04-16,Ground,35.78,Documentation Error
SHIP-001125,ORD-001211,FedEx,WH-46,Oct 07 2025,2025/10/06,08-Oct-2025,Ground,24.47,Warehouse Processing Backlog
SHIP-001126,ORD-001507,ups,WH-26,27-Nov-2025,2025/11/28,30-Nov-2025,Ground,17.73,Carrier Capacity Shortage
SHIP-001127,ORD-001228,Aramex,WH-13,2026-05-04,2026-05-06,2026-05-08,Express,52.25,Incorrect Address
SHIP-001128,ORD-000907,MAERSK,wh50,2026/03/04,2026-03-06,04-Mar-2026,Ocean,30.72,Customs Clearance Delay
SHIP-001129,ORD-000564,U.P.S.,WH-58,2025/02/21,2025/02/22,Feb 23 2025,Air,42.48,Weather Disruption
SHIP-001130,ORD-000389,XPO,WH-03,Nov 29 2025,2025/11/30,2025-11-30,Rail,16.52,
SHIP-001131,ORD-000023,ARAMEX,Warehouse 6,2025-05-27,01-Jun-2025,2025-06-01,Express,50.77,Warehouse Processing Backlog
SHIP-001132,ORD-001133,fedex,wh-34,06-Jan-2025,11-Jan-2025,2025/01/09,Express,55.71,
SHIP-001133,ORD-000125,xpo logistics,WH-27,Jun 03 2025,2025-06-05,2025-06-05,Rail,22.96,Customs Clearance Delay
SHIP-001134,ORD-001154,ups,Warehouse 55,Jan 06 2026,Jan 14 2026,2026-01-13,Ground,23.72,Carrier Capacity Shortage
SHIP-001135,ORD-000774,U.S.P.S.,WH-54,2026-05-08,2026-05-12,2026-05-19,Ground,24.41,Vehicle Breakdown
SHIP-001136,ORD-000881,bluedart,wh13,2025-07-25,2025-07-30,,Air,43.17,Customs Clearance Delay
SHIP-001137,ORD-000051,XPO,WH-03,2025-12-30,2026/01/01,Dec 31 2025,Rail,20.64,Port Congestion
SHIP-001138,ORD-001627,FEDEX,WH-45,21-Jan-2026,Jan 24 2026,Jan 24 2026,Express,54.52,Port Congestion
SHIP-001139,ORD-001344,,wh39,2025/09/15,20-Sep-2025,17-Sep-2025,Ground,19.82,
SHIP-001140,ORD-001106,USPS,WH-51,12-May-2026,2026-05-14,2026-05-16,Ground,37.23,Weather Disruption
SHIP-001141,ORD-000704,USPS,WH-21,May 23 2026,2026-05-23,2026/05/23,Ground,34.72,Customs Clearance Delay
SHIP-001142,ORD-000483,XPO Logistics,wh39,05-Sep-2025,2025-09-09,Sep 08 2025,Ground,18.66,
SHIP-001143,ORD-001755,usps,WH-28,2026/02/02,Feb 04 2026,2026/02/05,Ground,28.45,Vehicle Breakdown
SHIP-001144,ORD-000067,dhl,WH-03,Feb 01 2025,Feb 02 2025,2025/02/02,Express,58.73,Warehouse Processing Backlog
SHIP-001145,ORD-001584,U.S.P.S.,WH-57,2025-10-09,Oct 10 2025,2025-10-10,Ground,26.63,
SHIP-001146,ORD-000734,dhl express,WH-02,2025-09-10,15-Sep-2025,17-Sep-2025,Air,47.54,Documentation Error
SHIP-001147,ORD-001643,Maersk Line,WH-20,May 17 2026,20-May-2026,May 20 2026,Ocean,21.53,Warehouse Processing Backlog
SHIP-001148,ORD-000802,aramex,WH-13,10-Jun-2025,2025/06/13,2025-06-14,Express,54.83,Supplier Stock Shortage
SHIP-001149,ORD-001840,UPS,WH-13,2025-01-04,09-Jan-2025,2025-01-08,Ground,21.13,Weather Disruption
SHIP-001150,ORD-001355,UPS,wh-06,Aug 10 2025,2025-08-16,2025-08-16,Ground,28.3,Documentation Error
SHIP-001151,ORD-000908,XPO Logistics,WH-48,2025-01-11,Jan 13 2025,13-Jan-2025,Rail,13.7,
SHIP-001152,ORD-000032,bluedart,WH-55,2025-05-08,2025/05/13,2025-05-11,Air,54.7,Carrier Capacity Shortage
SHIP-001153,ORD-000418,DHL,WH-27,2025/04/20,2025/04/25,2025-05-02,Air,49.03,Supplier Stock Shortage
SHIP-001154,ORD-000882,UPS,WH-43,May 03 2026,2026-05-08,2026/05/08,Air,46.44,Incorrect Address
SHIP-001155,ORD-000633,Aramex,WH-56,2025-08-13,Aug 16 2025,Aug 23 2025,Ground,30.4,Labor Shortage
SHIP-001156,ORD-001798,UPS,WH-60,2025-03-02,2025/03/04,2025-03-04,Ground,26.64,
SHIP-001157,ORD-001354,Blue Dart,wh26,Jan 23 2026,2026-01-28,Jan 29 2026,Air,61.31,Warehouse Processing Backlog
SHIP-001158,ORD-000065,,wh17,Jul 23 2025,2025/07/25,2025/07/23,Express,64.47,Port Congestion
SHIP-001159,ORD-001481,XPO Logistics,wh21,2026/03/16,Mar 16 2026,Mar 16 2026,Ground,19.9,
SHIP-001160,ORD-000078,Aramex,wh-36,Oct 25 2025,24-Oct-2025,2025-10-26,Ground,22.04,Labor Shortage
SHIP-001161,ORD-000492,Maersk Line,wh04,09-Nov-2025,2025-11-13,Nov 12 2025,Ocean,16.28,
SHIP-001162,ORD-001305,maersk,WH-43,Oct 14 2025,14-Oct-2025,Oct 15 2025,Ocean,16.33,Warehouse Processing Backlog
SHIP-001163,ORD-001403,U.S.P.S.,wh20,2025/02/06,Feb 10 2025,,Ground,39.74,Customs Clearance Delay
SHIP-001164,ORD-000533,bluedart,Warehouse 56,31-May-2025,2025-05-30,2025-06-01,Air,42.56,Supplier Stock Shortage
SHIP-001165,ORD-000066,,WH-42,Jun 23 2025,2025/06/26,2025-06-27,Ground,33.95,Warehouse Processing Backlog
SHIP-001166,ORD-001559,dhl,WH-02,2026/05/24,May 30 2026,2026-05-29,Air,64.14,
SHIP-001167,ORD-000297,XPO,WH-47,2025/01/29,2025/01/30,Feb 01 2025,Ground,31.9,Customs Clearance Delay
SHIP-001168,ORD-000592,DHL Express,wh32,2025-03-27,2025/03/29,2025-03-28,Air,53.08,
SHIP-001169,ORD-000768,BlueDart,WH-11,2026/04/24,2026/04/27,07-May-2026,Air,42.47,Documentation Error
SHIP-001170,ORD-000725,UPS,WH-33,2025-12-15,16-Dec-2025,16-Dec-2025,Air,41.92,Warehouse Processing Backlog
SHIP-001171,ORD-000627,ARAMEX,WH-22,2025-03-08,Mar 09 2025,09-Mar-2025,Express,58.58,Customs Clearance Delay
SHIP-001172,ORD-001303,,WH-34,2025-10-12,Oct 16 2025,2025/10/15,Ground,23.34,Vehicle Breakdown
SHIP-001173,ORD-001788,FedEx,wh49,2025/07/23,2025-07-24,2025-07-26,Express,49.83,Port Congestion
SHIP-001174,ORD-001485,UPS,wh-28,2025-10-06,10-Oct-2025,2025-10-16,Air,54.72,Carrier Capacity Shortage
SHIP-001175,ORD-000252,ARAMEX,WH-15,15-Aug-2025,2025/08/14,2025/08/15,Express,59.64,Documentation Error
SHIP-001176,ORD-001676,dhl express,wh38,08-Feb-2025,2025/02/07,,Express,61.75,
SHIP-001177,ORD-001216,dhl,WH-29,2025/11/18,2025/11/20,2025-11-22,Express,61.9,Vehicle Breakdown
SHIP-001178,ORD-001748,dhl,wh28,02-Feb-2026,2026-02-06,2026-02-04,Express,65.25,
SHIP-001179,ORD-000983,FedEx,WH-43,2026-05-03,May 11 2026,2026-05-10,Ground,22.48,Supplier Stock Shortage
SHIP-001180,ORD-001632,FedEx,wh48,2025-12-18,Dec 24 2025,2025-12-24,Express,50.18,Warehouse Processing Backlog
SHIP-001181,ORD-000707,Aramex,wh-34,2025-03-31,31-Mar-2025,Mar 31 2025,Ground,39.04,
SHIP-001182,ORD-000488,fedex,WH-52,2025/11/04,Nov 07 2025,Nov 06 2025,Ground,17.92,Port Congestion
SHIP-001183,ORD-000274,FedEx,WH-57,2025-08-30,2025-09-02,03-Sep-2025,Air,42.26,Vehicle Breakdown
SHIP-001184,ORD-001386,XPO,WH-13,26-Jun-2025,2025-06-29,2025-06-28,Rail,18.29,Supplier Stock Shortage
SHIP-001185,ORD-001540,UPS,WH-49,Jan 28 2026,2026/01/28,2026/01/29,Air,61.19,Labor Shortage
SHIP-001186,ORD-000964,FEDEX,Warehouse 50,2025-12-19,2025-12-25,2025/12/26,Air,45.86,Labor Shortage
SHIP-001187,ORD-000878,DHL Express,WH-12,Sep 06 2025,Sep 07 2025,07-Sep-2025,Express,49.3,
SHIP-001188,ORD-001297,MAERSK,WH-38,23-Apr-2025,2025-04-28,2025/04/27,Ocean,15.0,Port Congestion
SHIP-001189,ORD-001670,FEDEX,WH-23,2025-12-13,2025-12-14,,Air,43.86,Labor Shortage
SHIP-001190,ORD-000412,Maersk Line,WH-19,2025/02/28,2025/03/08,2025/03/07,Ocean,21.11,Vehicle Breakdown
SHIP-001191,ORD-000668,XPO,WH-60,Nov 26 2025,Nov 26 2025,26-Nov-2025,Rail,17.78,Port Congestion
SHIP-001192,ORD-000150,DHL Express,Warehouse 15,Mar 21 2025,2025/03/23,Mar 23 2025,Air,39.0,
SHIP-001193,ORD-000645,dhl express,wh59,2025/01/07,2025-01-11,09-Jan-2025,Express,88.98,Weather Disruption
SHIP-001194,ORD-001479,UPS,WH-05,2025/07/06,2025-07-11,2025-07-11,Air,40.36,Weather Disruption
SHIP-001195,ORD-000219,BlueDart,WH-30,Jan 05 2026,2026-01-06,2026-01-09,Air,41.58,Carrier Capacity Shortage
SHIP-001196,ORD-000240,dhl,WH-02,2025-03-08,Mar 09 2025,13-Mar-2025,Express,61.38,Incorrect Address
SHIP-001197,ORD-001132,bluedart,WH-10,17-Apr-2026,Apr 21 2026,Apr 22 2026,Air,42.92,Weather Disruption
SHIP-001198,ORD-000793,FedEx,WH-20,Apr 20 2026,Apr 21 2026,2026-04-23,Air,53.54,Port Congestion
SHIP-001199,ORD-000192,dhl express,WH-46,Nov 27 2025,2025-12-02,Dec 03 2025,Air,51.85,
SHIP-001200,ORD-000334,Fed Ex,wh53,2025/08/29,2025-09-01,02-Sep-2025,Express,52.67,Incorrect Address
SHIP-001201,ORD-001306,dhl express,WH-58,Jul 20 2025,2025-07-20,,Express,60.45,
SHIP-001202,ORD-000963,XPO,wh-47,2026-02-28,2026/03/04,2026/03/05,Ground,23.55,Vehicle Breakdown
SHIP-001203,ORD-001222,Blue Dart,Warehouse 34,May 28 2025,2025-06-01,2025-06-01,Ground,30.73,
SHIP-001204,ORD-001792,USPS,wh06,2026-04-18,Apr 24 2026,2026/04/23,Ground,37.18,Warehouse Processing Backlog
SHIP-001205,ORD-001523,USPS,WH-34,16-Nov-2025,2025-11-19,Nov 19 2025,Ground,18.73,Carrier Capacity Shortage
SHIP-001206,ORD-001490,UPS,wh02,Jan 09 2025,12-Jan-2025,2025/01/20,Air,49.77,Carrier Capacity Shortage
SHIP-001207,ORD-000583,bluedart,WH-43,25-Mar-2026,2026-04-01,2026-03-31,Air,50.21,Customs Clearance Delay
SHIP-001208,ORD-001753,Fed Ex,WH-06,2025-10-04,2025-10-11,Oct 11 2025,Express,57.01,Documentation Error
SHIP-001209,ORD-001486,XPO Logistics,Warehouse 8,Jan 22 2026,21-Jan-2026,2026/01/23,Ground,29.71,Customs Clearance Delay
SHIP-001210,ORD-000840,DHL,WH-12,2026-03-02,2026/03/02,2026-03-08,Air,52.0,Vehicle Breakdown
SHIP-001211,ORD-000628,MAERSK,WH-16,Feb 11 2025,14-Feb-2025,Feb 12 2025,Ocean,13.36,Weather Disruption
SHIP-001212,ORD-000324,BlueDart,WH-43,2025-06-24,29-Jun-2025,Jun 27 2025,Air,42.94,
SHIP-001213,ORD-001514,DHL Express,WH-34,06-Jun-2025,2025/06/10,,Air,46.88,
SHIP-001214,ORD-001161,xpo logistics,WH-46,2025-10-31,Nov 02 2025,01-Nov-2025,Rail,22.91,Incorrect Address
SHIP-001215,ORD-000779,Aramex,wh32,2026/03/20,2026-03-26,Mar 26 2026,Express,57.38,
SHIP-001216,ORD-001077,ARAMEX,WH-50,2025/03/29,31-Mar-2025,,Ground,27.02,Customs Clearance Delay
SHIP-001217,ORD-000940,dhl,wh-22,2025/01/19,Jan 23 2025,22-Jan-2025,Express,59.41,Vehicle Breakdown
SHIP-001218,ORD-000438,U.S.P.S.,Warehouse 37,2025/06/29,2025-07-06,04-Jul-2025,Ground,28.17,Weather Disruption
SHIP-001219,ORD-000120,ups,Warehouse 39,2025/02/04,2025/02/08,2025/02/07,Ground,24.31,
SHIP-001220,ORD-001611,dhl,WH-40,2025-02-06,10-Feb-2025,2025/02/11,Air,61.27,Labor Shortage
SHIP-001221,ORD-001439,USPS,wh41,Nov 11 2025,2025-11-14,13-Nov-2025,Ground,18.04,Labor Shortage
SHIP-001222,ORD-001027,U.P.S.,WH-34,23-Aug-2025,2025-08-26,2025-08-26,Air,40.43,
SHIP-001223,ORD-001274,fedex,wh20,2025-11-26,2025-12-03,Dec 05 2025,Express,56.6,Supplier Stock Shortage
SHIP-001224,ORD-000077,maersk,WH-47,Jan 10 2026,2026-01-17,2026-01-16,Ocean,22.33,Port Congestion
SHIP-001225,ORD-001054,FEDEX,WH-17,21-May-2026,2026/05/24,2026/06/03,Ground,25.58,Warehouse Processing Backlog
SHIP-001226,ORD-000901,Aramex,WH-54,2026-05-29,2026-06-03,,Ground,21.7,Supplier Stock Shortage
SHIP-001227,ORD-000372,UPS,wh-19,2025-05-29,2025-06-01,01-Jun-2025,Ground,27.76,
SHIP-001228,ORD-001714,BlueDart,WH-25,2025-12-13,2025-12-15,,Ground,19.7,Supplier Stock Shortage
SHIP-001229,ORD-001331,xpo logistics,wh28,Jan 24 2025,2025-01-27,2025/01/28,Rail,14.73,Weather Disruption
SHIP-001230,ORD-001815,dhl,wh-53,2026-05-25,2026/05/29,2026-05-28,Air,57.5,
SHIP-001231,ORD-000942,UPS,WH-40,Mar 25 2025,Mar 24 2025,Mar 26 2025,Ground,21.17,Customs Clearance Delay
SHIP-001232,ORD-000578,DHL Express,Warehouse 1,2026/02/18,Feb 26 2026,,Air,49.29,Port Congestion
SHIP-001233,ORD-000820,FedEx,Warehouse 54,2026-01-19,2026-01-20,20-Jan-2026,Air,44.64,
SHIP-001234,ORD-001353,maersk,Warehouse 52,2026-03-29,01-Apr-2026,30-Mar-2026,Ocean,16.35,Supplier Stock Shortage
SHIP-001235,ORD-001616,bluedart,WH-45,13-Sep-2025,2025-09-19,2025/09/18,Ground,31.24,
SHIP-001236,ORD-001594,Aramex,WH-25,2025-06-06,2025-06-14,13-Jun-2025,Express,55.72,
SHIP-001237,ORD-001275,XPO Logistics,Warehouse 30,Feb 09 2025,2025-02-15,2025-02-13,Rail,21.81,Incorrect Address
SHIP-001238,ORD-000887,Aramex,WH-02,2025-07-24,Jul 26 2025,25-Jul-2025,Express,48.68,Documentation Error
SHIP-001239,ORD-000969,dhl,WH-22,Feb 01 2025,Feb 03 2025,2025/02/06,Air,48.21,Documentation Error
SHIP-001240,ORD-000786,Maersk Line,wh-38,2025/03/26,2025-04-01,2025-04-01,Ocean,15.47,Incorrect Address
SHIP-001241,ORD-001417,USPS,wh11,28-Dec-2025,2025-12-30,Dec 31 2025,Ground,47.54,Documentation Error
SHIP-001242,ORD-001482,USPS,WH-50,2026/01/01,06-Jan-2026,2026-01-09,Ground,20.04,Supplier Stock Shortage
SHIP-001243,ORD-000302,fedex,WH-38,Oct 30 2025,2025-11-02,,Air,60.9,Documentation Error
SHIP-001244,ORD-000690,dhl,WH-22,2025/06/16,19-Jun-2025,2025-06-17,Express,56.68,Documentation Error
SHIP-001245,ORD-000813,bluedart,WH-22,2025-11-21,Nov 24 2025,Nov 22 2025,Ground,18.72,
SHIP-001246,ORD-001062,bluedart,WH-04,Jul 15 2025,2025-07-22,2025/07/19,Ground,31.19,
SHIP-001247,ORD-000237,U.P.S.,wh17,2025/06/29,Jul 01 2025,2025/06/29,Air,60.16,
SHIP-001248,ORD-001116,ups,Warehouse 24,30-Dec-2025,Dec 31 2025,2025-12-30,Air,65.86,Labor Shortage
SHIP-001249,ORD-001253,FEDEX,WH-15,Dec 26 2025,2025-12-30,2025/12/28,Air,50.51,Warehouse Processing Backlog
SHIP-001250,ORD-000500,DHL,WH-60,2025-08-30,2025/08/31,2025-08-31,Express,51.51,
SHIP-001251,ORD-001528,USPS,WH-58,2025/09/16,18-Sep-2025,2025/09/19,Ground,20.41,Carrier Capacity Shortage
SHIP-001252,ORD-001080,Blue Dart,Warehouse 53,2025-02-16,18-Feb-2025,2025-02-17,Ground,26.95,Documentation Error
SHIP-001253,ORD-000795,dhl express,Warehouse 22,2025-01-09,2025/01/12,Jan 10 2025,Air,41.59,Carrier Capacity Shortage
SHIP-001254,ORD-001451,fedex,WH-57,23-Feb-2025,2025/02/27,2025-02-28,Air,42.9,Weather Disruption
SHIP-001255,ORD-001774,XPO,Warehouse 35,Feb 20 2026,2026/02/24,Feb 25 2026,Rail,21.77,Weather Disruption
SHIP-001256,ORD-000991,XPO,WH-20,May 31 2026,2026/06/05,,Rail,27.86,Warehouse Processing Backlog
SHIP-001257,ORD-001267,fedex,WH-25,Jul 10 2025,2025/07/12,Jul 20 2025,Express,53.77,Port Congestion
SHIP-001258,ORD-000935,DHL,WH-60,2026-02-09,2026-02-15,15-Feb-2026,Air,65.54,Port Congestion
SHIP-001259,ORD-000388,U.P.S.,WH-15,14-Feb-2025,2025-02-18,2025/02/17,Air,51.75,
SHIP-001260,ORD-000391,maersk,wh17,2026-01-22,28-Jan-2026,2026-01-28,Ocean,17.34,Carrier Capacity Shortage
SHIP-001261,ORD-000744,usps,WH-17,29-Jan-2026,2026-02-01,2026-02-02,Ground,20.56,Incorrect Address
SHIP-001262,ORD-000353,dhl express,WH-60,27-Jan-2026,2026-01-30,2026-01-29,Express,50.11,
SHIP-001263,ORD-001218,Aramex,WH-51,2025/09/06,09-Sep-2025,2025-09-10,Express,60.62,Warehouse Processing Backlog
SHIP-001264,ORD-000236,XPO,Warehouse 54,2025-12-04,2025/12/03,Dec 04 2025,Ground,20.12,Carrier Capacity Shortage
SHIP-001265,ORD-001572,USPS,WH-06,2025/11/25,Dec 02 2025,2025-12-02,Ground,26.98,Weather Disruption
SHIP-001266,ORD-000481,dhl express,wh11,Jul 06 2025,2025/07/09,2025/07/08,Air,42.24,
SHIP-001267,ORD-000568,bluedart,WH-51,30-Nov-2025,2025-12-03,03-Dec-2025,Air,42.89,Supplier Stock Shortage
SHIP-001268,ORD-001141,FedEx,WH-50,12-Apr-2026,2026/04/15,,Air,48.2,Supplier Stock Shortage
SHIP-001269,ORD-001553,MAERSK,WH-02,2026/04/05,2026-04-09,08-Apr-2026,Ocean,13.93,Vehicle Breakdown
SHIP-001270,ORD-001715,dhl express,wh36,09-Apr-2026,2026/04/11,,Express,64.91,
SHIP-001271,ORD-001442,Blue Dart,WH-40,2025/06/24,2025-07-02,2025-07-01,Ground,17.01,Warehouse Processing Backlog
SHIP-001272,ORD-000121,MAERSK,wh29,29-Aug-2025,Sep 02 2025,04-Sep-2025,Ocean,13.36,Labor Shortage
SHIP-001273,ORD-001590,dhl express,wh07,26-Apr-2025,30-Apr-2025,29-Apr-2025,Air,58.81,
SHIP-001274,ORD-001025,xpo logistics,WH-37,Oct 02 2025,2025/10/04,Oct 02 2025,Ground,32.96,Weather Disruption
SHIP-001275,ORD-001087,dhl express,WH-08,15-Mar-2026,2026/03/21,2026-03-20,Express,65.94,Port Congestion
SHIP-001276,ORD-001273,aramex,wh40,09-Oct-2025,2025/10/13,12-Oct-2025,Ground,19.32,Customs Clearance Delay
SHIP-001277,ORD-000927,XPO,Warehouse 43,2025-09-06,2025-09-09,09-Sep-2025,Ground,24.01,Warehouse Processing Backlog
SHIP-001278,ORD-000516,Fed Ex,WH-57,Feb 28 2026,2026-03-07,08-Mar-2026,Express,56.68,Weather Disruption
SHIP-001279,ORD-000224,,WH-05,22-Apr-2026,2026-04-30,2026/05/03,Ground,22.76,Warehouse Processing Backlog
SHIP-001280,ORD-001362,BlueDart,WH-31,19-Apr-2025,2025/04/20,2025-04-20,Ground,28.67,
SHIP-001281,ORD-000614,DHL,WH-15,06-Jan-2025,2025/01/09,2025/01/10,Express,63.21,Supplier Stock Shortage
SHIP-001282,ORD-000844,,WH-49,2025-08-31,2025-09-03,Sep 08 2025,Ground,23.77,Carrier Capacity Shortage
SHIP-001283,ORD-001246,usps,wh22,24-Jan-2025,2025-01-29,2025/01/28,Ground,18.66,Port Congestion
SHIP-001284,ORD-000053,ARAMEX,wh-03,May 11 2025,2025/05/11,11-May-2025,Ground,28.43,Labor Shortage
SHIP-001285,ORD-001697,FedEx,WH-38,2026-02-18,Feb 21 2026,2026/02/27,Express,56.18,
SHIP-001286,ORD-000486,XPO Logistics,wh55,Nov 20 2025,20-Nov-2025,Nov 20 2025,Ground,31.05,Labor Shortage
SHIP-001287,ORD-001759,USPS,wh51,Feb 18 2026,19-Feb-2026,2026-02-21,Ground,28.7,
SHIP-001288,ORD-000819,DHL Express,Warehouse 2,Sep 23 2025,2025/09/26,2025-09-26,Express,66.47,Documentation Error
SHIP-001289,ORD-000156,fedex,wh01,Oct 27 2025,Oct 30 2025,2025-10-30,Express,56.04,Documentation Error
SHIP-001290,ORD-000601,U.P.S.,WH-18,2025/04/13,Apr 15 2025,2025-04-14,Ground,38.63,Incorrect Address
SHIP-001291,ORD-001477,usps,wh-11,2025-03-31,2025-04-04,04-Apr-2025,Ground,37.91,Labor Shortage
SHIP-001292,ORD-000249,U.P.S.,WH-37,2026-02-03,06-Feb-2026,Feb 10 2026,Air,53.89,Incorrect Address
SHIP-001293,ORD-000762,DHL,Warehouse 1,Sep 19 2025,2025-09-22,2025/09/19,Air,56.49,Supplier Stock Shortage
SHIP-001294,ORD-001683,UPS,WH-14,2025-07-05,2025/07/12,2025/07/12,Air,59.6,Documentation Error
SHIP-001295,ORD-001131,ups,WH-40,May 29 2025,03-Jun-2025,Jun 02 2025,Air,47.19,Labor Shortage
SHIP-001296,ORD-000543,dhl express,wh06,2026/05/13,May 17 2026,2026-05-19,Air,59.8,Customs Clearance Delay
SHIP-001297,ORD-000794,BlueDart,WH-31,22-Jan-2025,27-Jan-2025,2025-01-29,Air,51.07,Supplier Stock Shortage
SHIP-001298,ORD-001142,DHL Express,wh27,Feb 10 2026,13-Feb-2026,Feb 11 2026,Express,61.33,
SHIP-001299,ORD-001785,dhl,WH-22,2026-04-19,Apr 22 2026,21-Apr-2026,Express,62.84,Carrier Capacity Shortage
SHIP-001300,ORD-000629,aramex,Warehouse 57,16-May-2026,May 17 2026,2026/05/17,Ground,29.89,Port Congestion
SHIP-001301,ORD-000151,XPO Logistics,WH-41,2025-10-09,2025/10/13,Oct 14 2025,Rail,22.51,Labor Shortage
SHIP-001302,ORD-001705,dhl,WH-54,2025/07/12,Jul 16 2025,2025-07-16,Air,57.6,
SHIP-001303,ORD-000292,ups,WH-39,Nov 11 2025,14-Nov-2025,2025-11-13,Air,76.07,Vehicle Breakdown
SHIP-001304,ORD-000382,aramex,WH-47,2025-03-21,2025-03-27,2025/03/26,Ground,53.58,
SHIP-001305,ORD-000687,,wh34,2025-03-22,23-Mar-2025,Mar 28 2025,Ocean,22.7,Customs Clearance Delay
SHIP-001306,ORD-001225,U.P.S.,WH-02,01-Apr-2026,2026-04-03,03-Apr-2026,Air,58.67,Port Congestion
SHIP-001307,ORD-000898,ups,wh36,2025/03/30,29-Mar-2025,2025-03-30,Ground,52.43,Carrier Capacity Shortage
SHIP-001308,ORD-000855,FedEx,WH-39,2026/05/04,2026-05-06,2026/05/04,Air,46.54,Port Congestion
SHIP-001309,ORD-001072,MAERSK,wh47,2026/03/23,2026-03-24,24-Mar-2026,Ocean,25.21,Carrier Capacity Shortage
SHIP-001310,ORD-001835,,WH-17,2025/01/19,Jan 25 2025,Jan 24 2025,Air,54.5,
SHIP-001311,ORD-001521,DHL,WH-18,2025/05/24,2025-05-30,2025-05-31,Express,82.04,Supplier Stock Shortage
SHIP-001312,ORD-001558,dhl,WH-47,15-Jun-2025,2025-06-22,21-Jun-2025,Air,61.43,Incorrect Address
SHIP-001313,ORD-000892,Maersk Line,wh55,2025/10/31,06-Nov-2025,,Ocean,20.49,Documentation Error
SHIP-001314,ORD-001839,DHL Express,WH-36,14-Apr-2026,2026-04-19,2026-04-20,Air,50.43,
SHIP-001315,ORD-000616,ups,WH-24,16-Dec-2025,2025/12/18,2025-12-17,Air,44.98,
SHIP-001316,ORD-000155,Blue Dart,WH-29,Feb 24 2026,2026-02-23,2026/02/25,Air,43.11,Documentation Error
SHIP-001317,ORD-001194,U.S.P.S.,wh-14,Jun 27 2025,2025/07/02,01-Jul-2025,Ground,29.38,
SHIP-001318,ORD-001578,dhl express,WH-34,Jul 03 2025,2025-07-07,,Air,52.43,Documentation Error
SHIP-001319,ORD-001833,aramex,WH-08,2026-04-10,13-Apr-2026,2026/04/11,Express,55.09,Customs Clearance Delay
SHIP-001320,ORD-001639,U.P.S.,wh-33,2025/10/21,23-Oct-2025,2025/10/21,Ground,20.71,Carrier Capacity Shortage
SHIP-001321,ORD-000323,XPO,WH-48,Apr 29 2025,2025/04/30,,Rail,19.65,Documentation Error
SHIP-001322,ORD-001424,Aramex,WH-27,2025-07-14,17-Jul-2025,2025-07-15,Express,76.69,
SHIP-001323,ORD-001283,BlueDart,WH-24,2025/02/16,2025/02/20,27-Feb-2025,Air,44.22,Vehicle Breakdown
SHIP-001324,ORD-000083,ARAMEX,WH-53,Jan 20 2025,22-Jan-2025,2025-01-21,Ground,17.78,Customs Clearance Delay
SHIP-001325,ORD-000513,ARAMEX,WH-42,2025-05-23,May 27 2025,29-May-2025,Express,60.78,Labor Shortage
SHIP-001326,ORD-001404,FedEx,WH-16,30-Jun-2025,2025-07-02,2025/06/30,Express,53.4,
SHIP-001327,ORD-000930,maersk,Warehouse 14,2026/03/31,01-Apr-2026,01-Apr-2026,Ocean,26.69,
SHIP-001328,ORD-001539,aramex,WH-54,Nov 10 2025,2025-11-12,2025-11-12,Express,61.47,
SHIP-001329,ORD-000011,,WH-26,Mar 05 2026,2026/03/07,Mar 07 2026,Air,42.33,
SHIP-001330,ORD-000832,MAERSK,WH-23,2025-03-11,Mar 18 2025,2025/03/18,Ocean,24.51,
SHIP-001331,ORD-000033,FEDEX,WH-06,2025-08-18,2025-08-24,Aug 23 2025,Ground,23.05,Customs Clearance Delay
